PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
162,2,0,40.0,0,0,15.75,0,1
556,1,1,62.0,0,0,26.55,0,0
730,3,0,25.0,1,0,7.925,0,0
402,3,1,26.0,0,0,8.05,0,0
703,3,0,18.0,0,1,14.4542,1,0
477,2,1,34.0,1,0,21.0,0,0
772,3,1,48.0,0,0,7.8542,0,0
106,3,1,28.0,0,0,7.8958,0,0
566,3,1,24.0,2,0,24.15,0,0
390,2,0,17.0,0,0,12.0,1,1
2,1,0,38.0,1,0,71.2833,1,1
833,3,1,28.0,0,0,7.2292,1,0
562,3,1,40.0,0,0,7.8958,0,0
81,3,1,22.0,0,0,9.0,0,0
206,3,0,2.0,0,1,10.4625,0,0
35,1,1,28.0,1,0,82.1708,1,0
776,3,1,18.0,0,0,7.75,0,0
509,3,1,28.0,0,0,22.525,0,0
428,2,0,19.0,0,0,26.0,0,1
455,3,1,28.0,0,0,8.05,0,0
367,1,0,60.0,1,0,75.25,1,1
92,3,1,20.0,0,0,7.8542,0,0
340,1,1,45.0,0,0,35.5,0,0
565,3,0,28.0,0,0,8.05,0,0
346,2,0,24.0,0,0,13.0,0,1
777,3,1,28.0,0,0,7.75,2,0
242,3,0,28.0,1,0,15.5,2,1
14,3,1,39.0,1,5,31.275,0,0
316,3,0,26.0,0,0,7.8542,0,1
601,2,0,24.0,2,1,27.0,0,1
388,2,0,36.0,0,0,13.0,0,1
274,1,1,37.0,0,1,29.7,1,0
167,1,0,28.0,0,1,55.0,0,1
884,2,1,28.0,0,0,10.5,0,0
647,3,1,19.0,0,0,7.8958,0,0
819,3,1,43.0,0,0,6.45,0,0
485,1,1,25.0,1,0,91.0792,1,1
874,3,1,47.0,0,0,9.0,0,0
505,1,0,16.0,0,0,86.5,0,1
832,2,1,0.83,1,1,18.75,0,1
244,3,1,22.0,0,0,7.125,0,0
567,3,1,19.0,0,0,7.8958,0,0
563,2,1,28.0,0,0,13.5,0,0
687,3,1,14.0,4,1,39.6875,0,0
190,3,1,36.0,0,0,7.8958,0,0
783,1,1,29.0,0,0,30.0,0,0
700,3,1,42.0,0,0,7.65,0,0
476,1,1,28.0,0,0,52.0,0,0
682,1,1,27.0,0,0,76.7292,1,1
511,3,1,29.0,0,0,7.75,2,1
59,2,0,5.0,1,2,27.75,0,1
475,3,0,22.0,0,0,9.8375,0,0
561,3,1,28.0,0,0,7.75,2,0
748,2,0,30.0,0,0,13.0,0,1
253,1,1,62.0,0,0,26.55,0,0
22,2,1,34.0,0,0,13.0,0,1
314,3,1,28.0,0,0,7.8958,0,0
460,3,1,28.0,0,0,7.75,2,0
161,3,1,44.0,0,1,16.1,0,0
277,3,0,45.0,0,0,7.75,0,0
192,2,1,19.0,0,0,13.0,0,0
386,2,1,18.0,0,0,73.5,0,0
806,3,1,31.0,0,0,7.775,0,0
414,2,1,28.0,0,0,0.0,0,0
492,3,1,21.0,0,0,7.25,0,0
344,2,1,25.0,0,0,13.0,0,0
770,3,1,32.0,0,0,8.3625,0,0
309,2,1,30.0,1,0,24.0,1,0
662,3,1,40.0,0,0,7.225,1,0
131,3,1,33.0,0,0,7.8958,1,0
664,3,1,36.0,0,0,7.4958,0,0
872,1,0,47.0,1,1,52.5542,0,1
100,2,1,34.0,1,0,26.0,0,0
373,3,1,19.0,0,0,8.05,0,0
88,3,1,28.0,0,0,8.05,0,0
459,2,0,50.0,0,0,10.5,0,1
331,3,0,28.0,2,0,23.25,2,1
215,3,1,28.0,1,0,7.75,2,0
467,2,1,28.0,0,0,0.0,0,0
122,3,1,28.0,0,0,8.05,0,0
615,3,1,35.0,0,0,8.05,0,0
21,2,1,35.0,0,0,26.0,0,0
701,1,0,18.0,1,0,227.525,1,1
72,3,0,16.0,5,2,46.9,0,0
107,3,0,21.0,0,0,7.65,0,1
271,1,1,28.0,0,0,31.0,0,0
861,3,1,41.0,2,0,14.1083,0,0
436,1,0,14.0,1,2,120.0,0,1
103,1,1,21.0,0,1,77.2875,0,0
